,id,title,quantile,vote_average,duration,popularity,revenues,val_count,is_terror_comedia,Crimen,Animación,Fantasía
93,631843,Tiempo,0,6.4,108,66.08,90146510,13,1,0,0,0
94,780609,Men,0,6.3,100,57.999,7168717,5,1,0,0,1
95,184345,Paranormal Movie 2,0,6.1,87,57.754,25343661,435,0,0,0,0
96,667216,Infinity Pool,0,6.4,118,51.591,5078400,101,1,0,0,0
97,238636,Anarchy: La noche de las bestias,1,6.7,104,53.584,111928365,1068,1,0,0,0
98,614479,Insidious: La puerta roja,1,0.0,0,62.63,0,1068,1,0,0,0
99,928391,The Red Book Ritual,3,5.6,83,48.214,0,2571,0,0,0,0
100,844396,The Friendship Game,0,5.3,87,58.374,0,110,0,0,0,0
101,442249,La primera purga: La noche de las bestias,0,6.0,97,56.235,137056262,41,1,0,0,0
102,60304,Hansel y Gretel: Cazadores de brujas,0,6.0,88,54.179,226349749,2,0,0,0,1
103,9902,Km. 666 (Desvío al infierno),1,6.3,84,50.693,28650575,1068,1,0,0,0
104,71672,Camino sangriento 4: El origen,1,5.7,93,55.842,0,1068,1,0,0,0
105,484907,La Madrastra,0,4.3,71,47.376,0,14,0,0,0,0
106,250546,Annabelle,3,5.7,99,46.698,257047661,2571,0,0,0,0
107,811061,Un Rio Muy Frio,1,5.6,93,45.523,0,1068,1,0,0,0
108,610253,Halloween Kills,1,6.6,105,47.49,131647155,1068,1,0,0,0
109,419430,Déjame salir,0,7.6,104,43.353,255407969,45,1,0,0,0
110,139038,Paranormal Movie,0,5.8,86,52.179,60141683,435,0,0,0,0
111,49018,Insidious,1,6.9,103,68.215,97009150,1068,1,0,0,0
112,672582,La casa de las profundidades,3,6.2,85,51.176,1900000,2571,0,0,0,0
113,960875,Jaula,3,6.4,106,53.564,0,2571,0,0,0,0
114,503736,Ejército de los muertos,0,6.3,148,59.765,780000,4,1,1,0,0
115,25769,Infectados (Carriers),0,6.1,84,48.219,5802422,3,1,0,0,0
116,11351,Jeepers Creepers 2,3,6.1,104,43.179,63102666,2571,0,0,0,0
117,55779,Destino final 5,0,6.1,92,46.17,157887643,162,0,0,0,0
118,723419,El teléfono del señor Harrigan,0,6.5,105,48.787,0,41,1,0,0,0
119,4233,Scream 2,0,6.5,120,59.773,172363301,162,0,0,0,0
120,8643,El exorcismo de Emily Rose,0,6.5,122,47.554,145166804,12,1,1,0,0
121,9286,Destino final 3,0,6.1,93,44.369,118890272,162,0,0,0,0
122,346364,It,0,7.2,135,51.431,701842551,63,0,0,0,1
123,8922,Jeepers Creepers,1,6.4,90,51.382,59217789,1068,1,0,0,0
124,1005776,V/H/S/99,1,6.2,99,46.985,0,1068,1,0,0,0
125,21208,La huérfana,0,7.0,123,46.366,77912251,112,1,0,0,0
126,295830,Ataque a los Titanes,0,6.0,98,47.964,0,3,0,0,0,1
127,280092,Insidious: Capítulo 3,0,6.3,97,52.481,112983889,112,1,0,0,0
128,1023086,Seminario del mal,3,6.0,86,48.979,0,2571,0,0,0,0
129,609972,Paranormal Activity: Allegados,0,6.2,98,39.055,0,254,1,0,0,0
130,43593,Piraña 3D,0,5.4,88,46.76,83188165,435,0,0,0,0
131,19912,Destino final 4,0,5.6,82,41.417,186167139,162,0,0,0,0
132,310131,La bruja,0,6.9,92,39.667,40423945,2,0,0,0,1
133,91586,Insidious: Capítulo 2,1,6.7,106,55.258,161000000,1068,1,0,0,0
134,629015,Encerrada,0,7.0,90,45.668,304106,18,1,0,0,0
135,316727,Election: La noche de las bestias,0,6.4,105,42.039,118587880,62,1,0,0,0
136,263472,"Toc, toc",0,5.3,99,57.084,6341684,41,1,0,0,0
137,16871,Arrástrame al infierno,1,6.4,99,48.972,90810892,1068,1,0,0,0
138,133121,Resident Evil: La maldición,0,6.9,100,52.522,2325035,3,0,0,1,0
139,19994,Jennifer's Body,0,5.9,107,40.569,31556061,312,0,0,0,0
140,9358,Destino final 2,0,6.2,90,52.496,90941129,162,0,0,0,0
141,176,Saw,0,7.4,103,49.128,103911669,6,0,1,0,0
142,864873,Hipnótico,0,6.1,89,39.56,0,33,1,0,0,0
143,516329,Antlers: Criatura oscura,0,6.3,99,41.255,18867659,36,0,0,0,0
144,301804,Somnia. Dentro de tus sueños,0,6.5,97,39.512,3295624,3,1,0,0,1
145,493922,Hereditary,0,7.3,128,53.045,82530552,254,1,0,0,0
146,406563,Insidious: La última llave,0,6.2,103,51.14,167885588,254,1,0,0,0
147,576004,Porno,0,6.3,98,40.115,0,435,0,0,0,0
148,86328,Terrifier,3,6.4,20,42.544,0,2571,0,0,0,0
149,52520,Underworld: El despertar,0,6.3,88,46.005,160112671,6,0,0,0,1
150,888838,The Long Dark Trail,3,4.7,78,37.354,0,2571,0,0,0,0
151,14001,Silencio desde el mal,3,6.4,89,41.239,22217407,2571,0,0,0,0
152,617708,La Llorona,0,6.5,97,40.029,0,18,1,0,0,0
153,578,Tiburón,0,7.7,124,43.206,470653000,5,1,0,0,0
154,37169,The Human Centipede (First Sequence),3,5.2,92,41.405,252207,2571,0,0,0,0
155,758724,El sótano,0,6.6,94,42.444,0,162,0,0,0,0
156,74997,The Human Centipede 2 (Full Sequence),0,4.8,91,45.054,0,4,0,1,0,0
157,9378,13 fantasmas,1,6.2,91,41.007,68467960,1068,1,0,0,0
158,159211,The Haunting of Helena,1,5.6,87,39.251,0,1068,1,0,0,0
159,19908,Bienvenidos a Zombieland,0,7.3,88,41.073,102391540,435,0,0,0,0
160,949423,Pearl,3,7.4,102,42.629,9423445,2571,0,0,0,0
161,591273,La calle del terror - Parte 1: 1994,0,6.7,107,36.91,0,32,0,0,0,0
162,158015,The Purge: La noche de las bestias,0,6.3,86,42.925,89328627,9,1,0,0,0
163,273477,Zombie camp,0,6.5,93,47.213,14860766,435,0,0,0,0
164,270303,It Follows,0,6.6,101,43.738,14674076,162,0,0,0,0
165,300668,Aniquilación,0,6.4,115,35.635,43070915,110,0,0,0,0
166,9373,La matanza de Texas,3,6.2,98,37.213,107363905,2571,0,0,0,0
167,760195,La Separación,0,5.8,107,41.522,0,86,0,0,0,0
168,10066,La casa de cera,1,5.9,113,43.625,68766121,1068,1,0,0,0
169,507089,Five Nights at Freddy's,1,0.0,0,41.314,0,1068,1,0,0,0
170,576845,Última noche en el Soho,0,7.4,117,38.309,22957625,254,1,0,0,0
171,11249,La semilla de Chucky,0,5.4,87,40.842,24829644,36,1,0,0,0
172,1024535,Matriarcado,3,5.3,85,37.81,0,2571,0,0,0,0
173,357096,Escupiré sobre tu tumba 3,1,5.8,91,37.392,144420,1068,1,0,0,0
174,630240,Titane,0,6.4,108,46.548,5115725,41,1,0,0,0
175,982317,La Casa del Crimen,3,5.4,72,42.055,0,2571,0,0,0,0
176,476299,Ghostland,0,7.4,91,37.367,0,254,1,0,0,0
177,338967,Zombieland: Mata y remata,0,7.0,99,39.465,122801777,435,0,0,0,0
178,791177,Hasta los huesos: Bones and All,0,7.3,131,40.264,14134907,10,0,0,0,0
179,945657,Titanic 666,0,6.1,91,43.039,0,307,1,0,0,0
180,55341,Jeepers Creepers 3,0,4.9,100,41.238,3600000,254,1,0,0,0
181,509635,Alone (Sola),0,6.3,98,35.995,0,307,1,0,0,0
182,591274,La calle del terror - Parte 2: 1978,0,7.3,110,37.487,0,32,0,0,0,0
183,530385,Midsommar,0,7.2,147,41.693,47969371,14,0,0,0,0
184,1027385,Juego Peligroso: Asesinatos Heredados,0,7.6,0,33.054,0,307,1,0,0,0
185,839436,Dragon Fury,0,5.9,88,41.407,0,5,0,0,0,1
186,298312,La visita,0,6.3,94,39.256,98450062,45,1,0,0,0
187,623491,The Babysitter: Killer Queen,0,6.4,101,43.594,0,435,0,0,0,0
188,896448,Beneath the Surface,0,6.8,93,39.299,0,2,1,0,0,1
189,215,Saw II,3,6.6,89,42.685,147748505,2571,0,0,0,0
190,76617,La matanza de Texas 3D,1,5.5,92,33.532,47340586,1068,1,0,0,0
191,22970,La cabaña en el bosque,0,6.6,95,38.38,71041255,63,0,0,0,1
192,881487,El Visitante (The Visitor),0,5.7,86,31.035,0,254,1,0,0,0
193,132232,Mamá,3,6.2,100,35.34,146497771,2571,0,0,0,0
194,602734,Spiral: Saw,0,6.1,93,38.943,40618920,7,0,1,0,0
195,395992,Life (Vida),0,6.4,104,36.169,100541806,4,1,0,0,0
196,585216,Escape Room 2: Mueres por salir,0,6.7,88,45.038,65774490,112,1,0,0,0
197,9792,Las colinas tienen ojos,1,6.4,107,42.834,69623713,1068,1,0,0,0
198,242512,Ouija,3,5.2,89,32.042,103590271,2571,0,0,0,0
199,43947,Escupiré sobre tu tumba,0,6.5,108,42.353,572809,14,1,1,0,0
200,300669,No respires,0,7.0,89,33.741,159047649,307,1,0,0,0
201,171424,El infierno verde,0,5.7,100,35.272,12666449,5,1,0,0,0
202,890771,The Black Demon,1,7.3,100,38.728,0,1068,1,0,0,0
203,511987,Infierno bajo el agua,0,6.3,88,36.19,91542097,5,1,0,0,0
204,821489,Todos me odian,0,6.1,93,30.338,0,4,1,0,0,0
205,259072,Camino sangriento 6,3,5.4,91,31.588,0,2571,0,0,0,0
206,23827,Paranormal Activity,0,6.0,85,37.823,194183034,162,0,0,0,0
207,1690,Hostel,3,5.9,94,28.828,81979826,2571,0,0,0,0
208,567609,Noche de bodas,0,7.1,95,45.873,57615777,36,1,0,0,0
209,13207,Viernes 13,3,5.7,97,32.005,91509154,2571,0,0,0,0
210,6466,Freddy contra Jason,3,6.0,97,36.573,116643421,2571,0,0,0,0
211,329440,El bosque de los suicidios,0,5.2,95,54.033,37608299,112,1,0,0,0
212,460019,Verdad o reto,0,6.0,101,35.782,95330493,307,1,0,0,0
213,636879,A Nun's Curse,3,6.4,73,33.997,0,2571,0,0,0,0
214,531309,El hijo,0,6.1,91,29.989,33224654,5,1,0,0,0
215,298250,Saw VIII,0,6.2,92,33.22,102952888,2,1,1,0,0
216,829358,La Reina de picas,3,6.5,91,31.276,0,2571,0,0,0,0
217,9793,El retorno de los malditos,1,5.5,89,35.652,37697773,1068,1,0,0,0
218,13885,Sweeney Todd: El barbero diabólico de la calle Fleet,0,7.2,116,30.096,152000000,133,0,0,0,0
219,1691,Hostel 2,3,5.8,93,28.089,35728183,2571,0,0,0,0
220,619778,Maligno,0,6.9,111,35.359,34891791,254,1,0,0,0
221,10781,La matanza de Texas: El origen,1,6.1,91,32.355,107363905,1068,1,0,0,0
222,924,Amanecer de los muertos,0,7.0,101,30.848,102278712,55,0,0,0,0
223,214,Saw III,0,6.4,114,40.699,164874275,15,1,1,0,0
224,50698,Encuentros paranormales,0,6.3,93,29.299,0,307,1,0,0,0
225,457943,Las reglas de Slaughterhouse,0,5.5,104,32.253,730762,3,0,0,0,1
226,170,28 días después,0,7.2,113,32.984,85720385,27,1,0,0,0
227,1052193,Fiona,3,7.0,4,51.601,0,2571,0,0,0,0
228,82507,Sinister,0,6.9,110,31.426,82515113,112,1,0,0,0
229,565,The Ring (La señal),0,6.6,115,31.924,249348933,162,0,0,0,0
230,26466,Triangle,3,6.9,99,30.86,1594955,2571,0,0,0,0
231,11237,Anacondas: La cacería por la orquídea sangrienta,0,5.4,96,32.232,0,2,0,0,0,0
232,599975,Countdown: La hora de tu muerte,1,6.3,90,33.737,48021766,1068,1,0,0,0
233,393345,Cult of Chucky,1,5.8,91,37.456,2200000,1068,1,0,0,0
234,296065,Last Shift,0,6.2,87,29.19,0,162,0,0,0,0
235,10012,La maldición (Cursed),0,5.5,97,26.68,19294901,312,0,0,0,0
236,424139,La noche de Halloween,1,6.5,106,37.324,259900000,1068,1,0,0,0
237,523936,El tubo,0,6.1,91,32.891,700000,2,1,0,0,0
238,72571,Paranormal Activity 3,0,5.9,94,32.788,207039844,162,0,0,0,0
239,9539,Martyrs (Mártires),0,7.3,99,27.83,1100000,41,1,0,0,0
240,41439,Saw VII,0,6.0,90,36.713,136151680,21,0,1,0,0
241,786300,Tentacles,0,6.1,84,23.426,0,20,0,0,0,0
242,11917,Saw V,0,6.2,95,36.251,113864059,15,1,1,0,0
243,709195,Legiones,0,7.0,88,35.29,0,8,0,0,0,1
244,256274,Así en la Tierra como en el Infierno,1,6.7,93,35.123,41900000,1068,1,0,0,0
245,938596,Bull Shark,1,5.7,80,34.1,0,1068,1,0,0,0
246,565028,Candyman,0,6.1,91,29.515,77411570,254,1,0,0,0
247,517116,La casa del terror (Haunt),1,6.7,92,27.48,0,1068,1,0,0,0
248,501170,Doctor Sueño,0,7.1,152,32.124,72381712,5,1,0,0,1
249,774021,Demonic,0,5.0,104,29.989,0,37,0,0,0,0
250,335796,Ouija: El origen del mal,3,6.1,99,34.716,81705746,2571,0,0,0,0
251,34480,The Descent: Part 2,0,5.9,94,31.16,7048886,13,1,0,0,0
252,751237,Umma,3,5.5,83,35.253,2118582,2571,0,0,0,0
253,207768,Escupiré sobre tu tumba 2,0,6.3,106,34.207,678604,9,1,1,0,0
254,5876,La niebla,0,6.9,126,31.848,57470220,101,1,0,0,0
255,741635,Stuck,1,5.7,14,20.723,0,1068,1,0,0,0
256,816952,El exorcismo de mi mejor amiga,0,5.9,96,30.773,0,312,0,0,0,0
257,8329,[REC],0,7.2,78,26.544,32511655,162,0,0,0,0
258,740925,Nadie saldrá vivo de aquí,0,5.9,85,30.424,0,112,1,0,0,0
259,61012,Silent Hill: Revelation,0,5.5,94,30.241,55362705,39,1,0,0,0
260,227348,Paranormal Activity: Los señalados,1,5.4,84,32.09,86362372,1068,1,0,0,0
261,643586,Willy's Wonderland,0,6.1,88,28.881,431020,6,0,0,0,0
262,381283,Madre!,0,7.0,121,29.782,44516999,36,0,0,0,0
263,870671,The Hunting,3,4.8,91,26.056,0,2571,0,0,0,0
264,60935,La cosa (The Thing),0,6.2,103,28.824,31505287,4,1,0,0,0
265,116946,La llorona,3,6.9,90,20.328,0,2571,0,0,0,0
266,588,Silent Hill,0,6.5,125,28.045,100605135,162,0,0,0,0
267,747,Zombies Party (Una noche...de muerte),0,7.5,99,33.883,30097092,312,0,0,0,0
268,395,Alien vs. Predator,0,5.9,101,26.864,177427090,2,0,0,0,0
269,839440,Hotel de dinosaurios,0,5.2,77,26.469,0,7,0,0,0,0
270,663,Saw IV,0,6.2,96,34.399,139352633,15,1,1,0,0
271,9645,Ghost Ship (Barco fantasma),0,5.9,91,31.109,68349884,254,1,0,0,0
272,590995,Jóvenes y brujas,0,6.3,94,33.17,2300000,11,0,0,0,1
273,71670,Hostel 3: De vuelta al horror,3,5.1,88,24.645,0,2571,0,0,0,0
274,720026,Butchers,3,5.1,93,28.655,0,2571,0,0,0,0
275,1933,Los otros,0,7.6,101,27.879,209947037,254,1,0,0,0
276,532870,Run Sweetheart Run,0,6.0,103,33.603,0,307,1,0,0,0
277,58428,Los huéspedes,1,5.4,101,26.59,78396,1068,1,0,0,0
278,243688,Poltergeist,3,5.2,93,28.128,95437994,2571,0,0,0,0
279,703745,Deep Blue Sea 3,0,5.8,100,33.104,0,49,0,0,0,0
280,2082,Halloween. El origen,3,6.2,110,27.511,80460948,2571,0,0,0,0
281,514847,La caza,0,6.7,90,27.054,10550350,9,1,0,0,0
282,38358,El último exorcismo,0,5.6,87,27.269,69432527,112,1,0,0,0
283,10065,La morada del miedo,3,6.1,90,26.962,108047131,2571,0,0,0,0
284,982543,V de venganza,0,6.1,85,28.297,0,55,0,0,0,0
285,923,Zombi (El amanecer de los muertos vivientes),3,7.5,127,32.5,55000000,2571,0,0,0,0
286,465086,La maldición,0,5.5,93,27.011,42800000,162,0,0,0,0
287,14248,Igor,0,6.0,87,28.743,30700000,2,0,0,1,1
288,167032,La maldición de Chucky,1,5.9,97,33.89,3800000,1068,1,0,0,0
289,44214,Cisne negro,0,7.7,108,30.777,329398046,41,1,0,0,0
290,13510,Eden Lake,1,6.8,91,31.47,3984669,1068,1,0,0,0
291,185341,[REC] 4: Apocalipsis,0,5.6,95,28.972,4915757,307,1,0,0,0
292,571055,Abajo,0,6.9,82,28.215,0,41,1,0,0,0
293,63311,La piel que habito,0,7.5,120,24.542,33750478,33,1,0,0,0
294,95993,Demon Slayer,3,7.8,84,24.322,0,2571,0,0,0,0
295,436274,Zona mortal,0,6.6,93,23.181,14097,33,1,0,0,0
296,134366,Encuentros paranormales 2,3,5.5,95,30.624,0,2571,0,0,0,0
297,11253,Hellboy II: El ejército dorado,0,6.8,120,25.569,160388063,2,0,0,0,1
298,433808,El ritual,0,6.2,94,28.411,1786396,112,1,0,0,0
299,17609,Anticristo,0,6.7,108,22.899,791867,153,1,0,0,0
300,796256,Temporada Siniestra,0,5.7,83,26.04,0,162,0,0,0,0
301,861057,Swim,0,6.2,87,27.17,0,55,0,0,0,0
302,22804,Saw VI,0,6.3,90,25.5,68234154,162,0,0,0,0
303,869399,La pasajera,0,5.9,91,27.271,0,24,0,0,0,0
304,645856,Y al séptimo día,3,5.4,87,29.295,0,2571,0,0,0,0
305,522681,Escape Room,0,6.5,100,28.979,155712077,112,1,0,0,0
306,897424,Dark Cloud,0,6.4,81,36.38,0,2,1,0,0,0
307,13788,La semilla del mal,0,5.2,87,20.481,76514050,112,1,0,0,0
308,231001,La víspera de Halloween,3,6.0,82,21.733,0,2571,0,0,0,0
309,458723,Nosotros,0,7.0,116,25.587,256067149,112,1,0,0,0
310,345911,Nunca apagues la luz,0,6.3,81,29.813,148868835,112,1,0,0,0
311,467938,Revenge,0,6.4,109,25.222,692079,9,1,0,0,0
312,175168,Rape Zombie: La lujuria de los muertos vivientes,0,6.2,73,25.466,0,435,0,0,0,0
313,417384,Historias de miedo para contar en la oscuridad,1,6.5,108,30.909,104545505,1068,1,0,0,0
314,715658,The Scientist,0,6.2,94,26.135,0,86,0,0,0,0
315,297608,La posesión de Deborah Logan,0,6.4,90,28.371,0,254,1,0,0,0
316,591275,La calle del terror - Parte 3: 1666,0,7.2,114,28.668,0,32,0,0,0,0
317,669671,Fauces de la noche,0,6.5,107,26.167,0,10,1,0,0,0
318,347754,Curve (La curva de la muerte),1,5.7,86,20.132,0,1068,1,0,0,0
319,94365,The Human Centipede 3 (Final Sequence),3,3.7,103,24.579,16184,2571,0,0,0,0
320,1970,El grito,0,5.9,92,25.804,183474602,254,1,0,0,0
321,1008042,Talk to Me,1,0.0,94,26.745,0,1068,1,0,0,0
322,621707,The Vigil,0,5.8,88,19.361,742476,112,1,0,0,0
323,14564,Rings,3,5.0,102,25.072,83080890,2571,0,0,0,0
324,760883,Cielo rojo sangre,0,6.9,123,30.29,0,10,1,0,0,0
325,321258,The Boy,0,5.9,97,21.061,73929392,112,1,0,0,0
326,332567,Infierno azul,0,6.4,86,28.044,119100758,41,1,0,0,0
327,607383,Aquaslash,0,4.1,72,22.551,0,312,0,0,0,0
328,702621,Lullaby (Cancion de cuna),3,5.7,86,20.15,0,2571,0,0,0,0
329,10320,The Ring 2 (La señal 2),0,5.7,110,23.719,161451538,153,1,0,0,0
330,7342,Carrie,0,6.1,132,30.0,0,10,0,0,0,0
331,282070,Parásito. Parte 2,0,7.0,117,26.247,0,110,0,0,0,0
332,1576,Resident Evil,0,6.6,100,24.657,102984862,12,0,0,0,0
333,760747,El viaje,0,6.7,115,25.188,0,435,0,0,0,0
334,282069,Parásito. Parte 1,0,7.1,109,27.683,0,110,0,0,0,0
335,485415,Day of the Dead: Bloodline,0,4.6,90,25.937,0,48,0,0,0,0
336,526051,No mires,0,6.5,103,27.926,1119537,5,1,0,0,1
337,343674,El juego de Gerald,1,6.4,104,20.572,0,1068,1,0,0,0
338,1035798,Nightmare Radio: The Night Stalker,3,0.0,78,26.978,0,2571,0,0,0,0
339,503919,El faro,0,7.5,109,25.325,18129854,3,1,0,0,1
340,1562,28 semanas después,0,6.6,100,31.048,65048678,27,1,0,0,0
341,24001,Colinas sangrientas,0,5.7,81,37.937,0,112,1,0,0,0
342,41436,Paranormal Activity 2,0,5.7,91,23.765,177512032,162,0,0,0,0
343,184346,Líbranos del mal,0,6.2,118,17.763,87937815,14,1,1,0,0
344,1099454,The Reaper Man,3,0.0,0,27.983,0,2571,0,0,0,0
345,254474,Zombeavers (Castores zombies),0,4.9,85,20.804,14947,17,0,0,0,0
346,434555,Cadáver,0,5.6,86,26.798,43016528,86,0,0,0,0
347,480157,La noche de la bruja,0,4.7,90,22.544,0,65,0,0,0,0
348,419479,The Babysitter,0,6.1,85,30.043,0,435,0,0,0,0
