,Unnamed: 0,id,adult,release_date,genre_ids,original_title,original_language,title,popularity,vote_count,vote_average,media_type,budget,duration,revenues,spoken_languagess,genre_list,is_terror_comedia,val_count,quantile,Música,Romance,Familia,Bélica,Película de TV,Aventura,Fantasía,Animación,Drama,Terror,Acción,Comedia,Historia,Western,Suspense,Crimen,Ciencia ficción,Misterio,Documental,reciente
1390,1390,38157,False,2002-10-22,27-14,Wishmaster 4: The Prophecy Fulfilled,en,Wishmaster 4: La profecía,12.398,115,4.6,movie,500000,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '14']",0,63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21
1391,1391,19158,False,1990-10-26,27,Graveyard Shift,en,La fosa común,10.147,197,5.2,movie,10500000,89,11582891,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33
1392,1392,119278,False,2012-10-12,27,Smiley,en,Smiley,9.35,360,4.4,movie,0,95,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1393,1393,368182,False,2016-11-19,53-27-14,Compulsion,en,Compulsion,16.121,49,4.8,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27', '14']",1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7
1394,1394,13059,False,2008-02-22,27-878-53,The Signal,en,La Señal,9.391,251,5.9,movie,50000,103,249905,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,15
1395,1395,444149,False,2018-02-13,27,Hellraiser: Judgment,en,Hellraiser: Judgment,12.147,223,5.1,movie,350000,81,426290,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1396,1396,733491,False,2020-10-06,27,They Live Inside Us,en,They Live Inside Us,10.337,31,5.9,movie,0,103,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1397,1397,400649,False,2016-07-17,35-27,Attack of the Killer Donuts,en,El ataque de los donuts asesinos,8.642,108,4.3,movie,0,98,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
1398,1398,362826,False,2018-04-13,27-14-53-18,Wildling,en,Criaturas nocturnas,17.145,307,5.5,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '14', '53', '18']",1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,5
1399,1399,11542,False,1980-12-25,27-878-53,Altered States,en,Un viaje alucinante al fondo de la mente,11.136,538,6.7,movie,15000000,102,19853892,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,43
1400,1400,443319,False,2017-04-21,27-9648-878,Phoenix Forgotten,en,Los olvidados de Phoenix,14.091,239,6.0,movie,2800000,87,3600000,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '878']",0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6
1401,1401,10576,False,1983-06-03,27-9648-53,Psycho II,en,Psicosis II: El regreso de Norman,10.633,531,6.4,movie,5000000,113,34725000,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '53']",1,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40
1402,1402,10344,False,1989-02-10,27-878-53,The Fly II,en,La mosca II,12.581,529,5.6,movie,0,105,38903179,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,34
1403,1403,254194,False,2014-11-14,27-18,Starry Eyes,en,Starry Eyes,8.88,385,6.0,movie,0,98,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '18']",0,86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9
1404,1404,39987,False,1978-12-10,27-10752-18,L'ultima orgia del III Reich,it,La última orgía de la Gestapo,11.204,36,4.8,movie,0,81,0,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","['27', '10752', '18']",0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45
1405,1405,364116,False,2016-03-11,53-27,The Other Side of the Door,en,El otro lado de la puerta,13.38,740,5.5,movie,0,96,14332467,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
1406,1406,39957,False,2010-08-17,18-27-53,Burning Bright,en,Atrapada,15.376,229,6.3,movie,0,89,58147,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,13
1407,1407,24920,False,1981-03-01,27,Paura nella città dei morti viventi,it,Miedo en la ciudad de los muertos vivientes,12.485,312,6.3,movie,0,93,0,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42
1408,1408,718400,False,2020-08-21,53-27-80-28,The Vanished,en,Sin rastro,12.39,252,6.0,movie,0,115,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27', '80', '28']",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3
1409,1409,126277,False,2012-05-31,27-53,American Mary,en,American Mary,13.624,430,6.1,movie,0,102,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11
1410,1410,9756,False,2006-01-17,53-27,Half Light,en,En la tiniebla,10.871,249,6.0,movie,0,110,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17
1411,1411,46420,False,2009-10-31,27,The Loved Ones,en,The Loved Ones (Cita de sangre),10.117,647,6.7,movie,0,84,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1412,1412,25623,False,1977-09-01,35-14-27,ハウス,ja,House,10.115,502,7.4,movie,0,88,0,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","['35', '14', '27']",0,26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,46
1413,1413,382272,False,2016-10-29,80-18-27-878-53,"デスノート, Light up the NEW world",ja,Death Note: El nuevo mundo,12.371,125,6.4,movie,0,134,0,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","['80', '18', '27', '878', '53']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,7
1414,1414,68341,False,2010-07-05,18-53-80-27,冷たい熱帯魚,ja,Cold Fish,8.114,273,6.9,movie,0,144,0,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","['18', '53', '80', '27']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,13
1415,1415,20126,False,1976-06-09,27-9648-53,Profondo rosso,it,Rojo oscuro,13.61,1250,7.8,movie,0,127,2864091,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","['27', '9648', '53']",1,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47
1416,1416,4722,False,1993-06-09,27-878-53,Body Snatchers,en,Body Snatchers (Secuestradores de cuerpos),9.11,329,6.1,movie,13000000,87,428868,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,30
1417,1417,252171,False,2014-11-21,27-10749,A Girl Walks Home Alone at Night,en,Una chica vuelve a casa sola de noche,9.365,738,6.8,movie,1000000,101,395000,"{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}","['27', '10749']",0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1418,1418,37757,False,2010-05-04,99-27,Never Sleep Again: The Elm Street Legacy,en,Pesadilla en Elm Street: Desde dentro,12.361,133,7.9,movie,0,240,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['99', '27']",0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13
1419,1419,489939,False,2018-04-29,35-27-28-80,Daphne & Velma,en,Daphne & Velma,11.116,222,6.3,movie,0,75,0,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","['35', '27', '28', '80']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5
1420,1420,13666,False,1941-12-12,27-18,The Wolf Man,en,El hombre lobo,11.056,472,7.1,movie,180000,70,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '18']",0,86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,82
1421,1421,9682,False,2006-08-11,27-53,Pulse,en,Pulse (Conexión),11.806,443,5.0,movie,38000000,90,29907685,"{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17
1422,1422,16139,False,1994-05-06,27-878-28,Phantasm III: Lord of the Dead,en,Phantasma III: El pasaje del terror,8.102,192,5.7,movie,2500000,91,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '28']",0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,29
1423,1423,13256,False,2008-08-07,28-12-27-878,Mutant Chronicles,en,Crónicas mutantes,15.854,393,5.2,movie,8000000,111,2131057,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '12', '27', '878']",0,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,15
1424,1424,524789,False,2018-07-13,27-18,The Devil's Doorway,en,The Devil's Doorway,8.861,121,5.4,movie,0,76,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '18']",0,86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
1425,1425,735595,False,2021-05-14,10751-14-27,Das schaurige Haus,de,La casa del miedo,10.121,207,5.6,movie,0,100,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","['10751', '14', '27']",0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
1426,1426,211067,False,2014-05-01,27-53,The Sacrament,en,The Sacrament,12.305,363,5.8,movie,4000000,99,9221,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9
1427,1427,273271,False,2014-05-24,53-878-9648-27,Time Lapse,en,Time Lapse,11.047,1084,6.5,movie,0,104,19572,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '878', '9648', '27']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,9
1428,1428,14223,False,2007-04-27,18-27-53,Wind Chill,en,Escalofríos,11.844,375,5.8,movie,6000000,91,285000,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,16
1429,1429,696822,False,2020-10-09,27-35,Bloody Hell,en,Bloody Hell,10.363,159,6.5,movie,0,94,28037,"{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}","['27', '35']",0,312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
1430,1430,472338,False,2017-08-22,35-27,Victor Crowley,en,Victor Crowley,13.099,214,5.7,movie,0,83,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
1431,1431,293452,False,2016-09-09,27-53,The Disappointments Room,en,La casa del pánico,9.595,395,4.5,movie,15000000,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
1432,1432,572468,False,2020-01-26,27-53-9648,Perempuan Tanah Jahanam,id,La mujer del infierno,11.1,148,6.8,movie,0,106,0,"{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}","['27', '53', '9648']",1,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3
1433,1433,380124,False,2016-10-21,35-27,Boo! A Madea Halloween,en,Boo! El Halloween de Madea,11.841,383,5.7,movie,20000000,103,74827344,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
1434,1434,18111,False,1991-02-22,27-35-878,Bride of Re-Animator,en,La novia de Re-Animator,11.333,377,6.5,movie,2000000,96,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35', '878']",0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,32
1435,1435,45657,False,2011-07-08,27-53,The Ward,en,Encerrada (The Ward),10.535,1080,5.8,movie,10000000,88,5343820,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12
1436,1436,100669,False,2008-05-25,18-27-53-28,Shark Swarm,en,Alerta tiburones,9.813,66,5.6,movie,0,158,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53', '28']",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,15
1437,1437,26515,False,1988-10-14,14-27,Pumpkinhead,en,Pacto de sangre,11.329,374,6.3,movie,3500000,86,4385516,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['14', '27']",0,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35
1438,1438,548859,False,2018-10-09,27-9648,Realms,en,Dominios Oscuros,12.777,73,4.2,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648']",0,162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
1439,1439,426375,False,2018-06-23,53-27,Malicious,en,Malicious,10.837,142,5.8,movie,3500000,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
1440,1440,16372,False,1961-12-15,27-53,The Innocents,en,Suspense,13.327,487,7.4,movie,0,100,1200000,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62
1441,1441,982752,False,2022-07-15,27-35,American Carnage,en,American Carnage,13.673,36,5.4,movie,0,101,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35']",0,312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1442,1442,523371,False,2020-01-03,27,Patients of a Saint,en,Manicomio del terror,11.748,97,6.3,movie,141129,106,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1443,1443,293970,False,2015-10-09,35-27,The Final Girls,en,Las últimas supervivientes,15.329,1104,6.4,movie,0,91,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8
1444,1444,9877,False,1998-09-25,27-53,Urban Legend,en,Leyenda urbana,13.073,1120,5.7,movie,14000000,100,72527595,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25
1445,1445,552938,False,2018-10-13,53-27,Cucuy: The Boogeyman,en,Cucuy: The Boogeyman,12.78,75,7.0,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
1446,1446,18998,False,1995-07-11,28-12-878-53-27,Darkman II: The Return of Durant,en,Darkman II: El regreso de Durant,7.57,236,5.5,movie,0,93,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '12', '878', '53', '27']",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,28
1447,1447,28340,False,1990-07-13,878-35-27,The Invisible Maniac,en,El maníaco invisible,10.949,21,4.1,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '35', '27']",0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,33
1448,1448,21380,False,1983-01-20,27-878,Virus,it,Apocalipsis caníbal,12.068,103,5.4,movie,0,101,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40
1449,1449,10845,False,2005-10-21,35-27,2001 Maniacs,en,2001 maniacos,9.819,218,5.3,movie,3000000,87,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18
1450,1450,31952,False,1970-10-22,27,The Vampire Lovers,en,Las amantes del vampiro,10.066,152,6.4,movie,0,91,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53
1451,1451,13803,False,2009-01-20,27-53-9648,Amusement,en,Amusement: El juego del mal,10.567,304,5.7,movie,6000000,85,170255,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","['27', '53', '9648']",1,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,14
1452,1452,630720,False,2022-10-13,18-53-27-9648,Occhiali neri,it,Dark Glasses,10.359,128,4.6,movie,0,86,0,"{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}","['18', '53', '27', '9648']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
1453,1453,9638,False,1979-03-28,27-878,Phantasm,en,Phantasma,12.814,556,6.6,movie,300000,89,11988469,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44
1454,1454,11167,False,1961-11-07,27-53-18,Peeping Tom,en,El fotógrafo del pánico,14.259,649,7.5,movie,150000,101,83957,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53', '18']",1,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,62
1455,1455,33521,False,1979-07-20,27-10749,Dracula,en,Drácula,12.056,212,6.4,movie,0,109,0,"{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}","['27', '10749']",0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
1456,1456,20606,False,2009-06-12,35-27,Doghouse,en,Doghouse,12.308,305,5.9,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14
1457,1457,80384,False,2012-03-27,35-27,Breaking Wind,en,Breaking Wind,9.558,186,3.4,movie,0,83,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11
1458,1458,11804,False,2005-01-07,18-27-53,White Noise,en,White Noise: Más allá,11.056,714,5.6,movie,10000000,101,91196419,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,18
1459,1459,24126,False,1993-09-24,14-27-878-28,Warlock: The Armageddon,en,Warlock 2: Apocalipsis final,9.303,125,5.3,movie,3000000,98,3902679,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['14', '27', '878', '28']",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,30
